essay_id,session_uuid,model,error_count,messages,score_1,score_2,autoscore,rubric_max_score,rubric1_1,rubric1_2,rubric1_3,rubric1_4,rubric1_5,rubric1_6,rubric1_7,rubric1_8,rubric1_9,rubric2_1,rubric2_2,rubric2_3,rubric2_4,rubric2_5,rubric2_6,rubric2_7,rubric2_8,rubric2_9,autoscore_trait1,autoscore_trait2,autoscore_trait3,autoscore_trait4,autoscore_trait5,autoscore_trait6,autoscore_trait7,autoscore_trait8,autoscore_trait9,,,,,
17998,da539a61-439c-47df-9209-27b445137869,c3h-002,0,,9,8,10,12,2,2,2,3,,,,,,2,2,2,2,,,,,,3,3,2,2,,,,,,,,,,
18000,b96b07fd-eff9-4bfe-a50c-8ab428c63607,c3h-002,0,,10,12,11,12,2,2,3,3,,,,,,3,3,3,3,,,,,,3,3,3,2,,,,,,,,,,
18001,5a1bd945-43ae-47ba-a3ab-26800e318eab,c3h-002,0,,8,4,8,12,2,2,2,2,,,,,,1,1,1,1,,,,,,2,2,2,2,,,,,,,,,,
18002,27f0160d-998e-4c27-9df6-d561f989aa9b,c3h-002,0,,5,7,10,12,1,1,2,1,,,,,,2,2,2,1,,,,,,3,3,2,2,,,,,,,,,,
18004,a07c5062-5374-4e7d-be9b-64c32e39b357,c3h-002,0,,8,8,5,12,2,2,2,2,,,,,,2,2,2,2,,,,,,1,1,1,2,,,,,,,,,,
18005,ff02f86d-6fd5-46a6-90b5-d5948856daec,c3h-002,0,,11,9,8,12,3,3,3,2,,,,,,2,3,2,2,,,,,,2,2,2,2,,,,,,,,,,
18006,f95db00b-5bd5-4a08-bd46-b1c87afffed2,c3h-002,0,,8,8,10,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,3,2,3,,,,,,,,,,
18008,62ec1e37-c24c-468b-807b-a4660c449cf0,c3h-002,0,,8,7,11,12,2,2,2,2,,,,,,2,2,1,2,,,,,,3,3,2,3,,,,,,,,,,
18011,f48df91a-c6ef-416e-aeaf-f735327fca7d,c3h-002,0,,5,3,8,12,0,1,2,2,,,,,,0,1,1,1,,,,,,2,2,2,2,,,,,,,,,,
18012,1f845dc3-beda-4ff4-b0d3-7c0ee73e4222,c3h-002,0,,9,8,10,12,3,2,2,2,,,,,,2,1,2,3,,,,,,3,3,2,2,,,,,,,,,,
18013,3b3dea0d-228d-424a-9a7c-3a5f01d0457a,c3h-002,0,,6,7,7,12,2,1,2,1,,,,,,2,2,1,2,,,,,,2,2,2,1,,,,,,,,,,
18014,fa02b475-fb6e-464d-93b4-866d748a7d3f,c3h-002,0,,12,8,9,12,3,3,3,3,,,,,,2,2,2,2,,,,,,3,2,2,2,,,,,,,,,,
18015,5c29b3ea-32cf-4115-9bfe-0a23afda94a0,c3h-002,0,,7,7,8,12,2,2,2,1,,,,,,2,2,2,1,,,,,,2,2,2,2,,,,,,,,,,
18016,f14f4123-797f-4b17-96d8-01931af4492b,c3h-002,0,,12,12,11,12,3,3,3,3,,,,,,3,3,3,3,,,,,,3,3,2,3,,,,,,,,,,
18017,d063b520-90a9-488f-8b6e-4e99b0136c5a,c3h-002,0,,8,9,8,12,2,2,2,2,,,,,,2,2,2,3,,,,,,2,2,2,2,,,,,,,,,,
18018,5864c97e-df49-4359-938d-be3d3ac54fd8,c3h-002,0,,5,7,8,12,1,2,1,1,,,,,,1,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18019,e496b3cd-0688-41fe-b28b-37daeea6e7fc,c3h-002,0,,12,8,11,12,3,3,3,3,,,,,,2,2,2,2,,,,,,3,3,2,3,,,,,,,,,,
18020,e97fcf10-4ef0-4b23-a7df-7085fc465d6d,c3h-002,0,,7,6,8,12,2,2,2,1,,,,,,2,2,1,1,,,,,,2,2,2,2,,,,,,,,,,
18021,d3637f29-e8bf-4d10-9572-4fbb04669c1b,c3h-002,0,,8,8,8,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18022,e2a50472-1230-409d-9330-913b120ae6b5,c3h-002,0,,8,10,9,12,2,2,2,2,,,,,,2,3,2,3,,,,,,3,2,2,2,,,,,,,,,,
18023,a267cf68-6697-4861-9234-178e55b3cacf,c3h-002,0,,4,8,4,12,1,1,1,1,,,,,,2,2,2,2,,,,,,1,1,1,1,,,,,,,,,,
18025,c8d6764b-fdd0-412f-9396-94b497315348,c3h-002,0,,11,10,10,12,3,3,3,2,,,,,,2,2,3,3,,,,,,3,3,2,2,,,,,,,,,,
18026,96785063-f1e8-42b4-8554-b1f6139efe52,c3h-002,0,,8,11,10,12,2,2,2,2,,,,,,3,3,2,3,,,,,,3,3,2,2,,,,,,,,,,
18028,4e026db0-ea6e-41b1-a029-80cfcadc3250,c3h-002,0,,11,12,11,12,3,3,2,3,,,,,,3,3,3,3,,,,,,3,3,2,3,,,,,,,,,,
18029,9b487469-ce71-4cbd-a2ef-0a67aef02671,c3h-002,0,,9,8,10,12,2,3,2,2,,,,,,2,2,2,2,,,,,,3,3,2,2,,,,,,,,,,
18030,bad30835-dd59-4e55-b416-042962cbf4a4,c3h-002,0,,10,11,10,12,3,2,2,3,,,,,,3,3,2,3,,,,,,3,3,2,2,,,,,,,,,,
18031,3fc8c2cc-4421-48af-8f66-d7e0a3fd28f4,c3h-002,0,,4,5,8,12,1,1,1,1,,,,,,0,1,2,2,,,,,,2,2,2,2,,,,,,,,,,
18032,e30f1831-6230-4382-8ff6-3d49a195d3b0,c3h-002,0,,7,8,8,12,2,2,2,1,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18033,e4c085cd-92d5-48d4-aea2-82d80ad6d54b,c3h-002,0,,5,7,10,12,1,1,1,2,,,,,,1,2,2,2,,,,,,3,3,2,2,,,,,,,,,,
18034,02d6641f-cf41-4967-b332-7a948d08a99a,c3h-002,0,,12,12,10,12,3,3,3,3,,,,,,3,3,3,3,,,,,,3,3,2,2,,,,,,,,,,
18035,412e9a40-8433-49c8-be4d-0a99dcd3cb2b,c3h-002,0,,7,9,10,12,1,1,2,3,,,,,,2,3,2,2,,,,,,3,2,2,3,,,,,,,,,,
18036,3bfcc0cf-f9e3-4390-88ca-32424b65b1b4,c3h-002,0,,4,4,6,12,1,1,1,1,,,,,,1,1,1,1,,,,,,2,2,1,1,,,,,,,,,,
18037,f3e608da-024b-4fc3-9a0d-555b600ce035,c3h-002,0,,7,6,7,12,1,2,2,2,,,,,,2,2,1,1,,,,,,2,2,2,1,,,,,,,,,,
18038,238e9b90-0e10-4131-905f-c8f7153a6f36,c3h-002,0,,12,9,10,12,3,3,3,3,,,,,,2,3,2,2,,,,,,3,3,2,2,,,,,,,,,,
18039,f342847e-3dd9-4539-9b05-e5af2ccb4764,c3h-002,0,,8,8,10,12,2,2,2,2,,,,,,2,2,2,2,,,,,,3,3,2,2,,,,,,,,,,
18040,926ddb17-43aa-44ac-9ca4-800bcf9d6091,c3h-002,0,,5,4,9,12,1,1,1,2,,,,,,1,1,1,1,,,,,,2,3,2,2,,,,,,,,,,
18041,3f07a434-0e9c-4b8e-9333-a95e6e3240a7,c3h-002,0,,8,9,9,12,2,2,2,2,,,,,,2,2,2,3,,,,,,2,2,2,3,,,,,,,,,,
18042,4025b587-5eb0-49fb-af0b-2a80e800b11b,c3h-002,0,,8,8,8,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18043,3ae3649d-c779-4f2a-9796-6097381a6713,c3h-002,0,,3,4,8,12,0,1,1,1,,,,,,1,1,1,1,,,,,,2,2,2,2,,,,,,,,,,
18044,429e1905-25e4-4e91-8496-060e59a85959,c3h-002,0,,8,8,11,12,2,2,2,2,,,,,,2,2,2,2,,,,,,3,3,3,2,,,,,,,,,,
18045,294f6dcc-1fff-4a71-be20-716fac9dad2e,c3h-002,0,,11,8,10,12,3,3,2,3,,,,,,2,2,2,2,,,,,,3,3,2,2,,,,,,,,,,
18046,22401578-f54f-4920-b5ca-bd7088afd5e3,c3h-002,0,,4,4,6,12,1,1,1,1,,,,,,1,1,1,1,,,,,,2,2,1,1,,,,,,,,,,
18047,f458eabc-e483-42b3-aa4a-e16a1156e845,c3h-002,0,,12,10,10,12,3,3,3,3,,,,,,3,3,2,2,,,,,,3,3,2,2,,,,,,,,,,
18048,2e4769e7-917d-4063-870e-2227fc7f5b30,c3h-002,0,,11,7,9,12,2,3,3,3,,,,,,2,1,2,2,,,,,,3,2,2,2,,,,,,,,,,
18049,75dcb945-de1d-46f2-a9e8-addf72d60290,c3h-002,0,,10,8,10,12,3,3,2,2,,,,,,2,2,2,2,,,,,,3,3,2,2,,,,,,,,,,
18050,6fbf4236-0c37-4851-b46d-92ea0686743e,c3h-002,0,,4,4,8,12,1,1,1,1,,,,,,1,1,1,1,,,,,,2,2,2,2,,,,,,,,,,
18051,b6e9dec0-108e-4b19-b825-b9c6d12fa7e1,c3h-002,0,,10,8,9,12,2,3,2,3,,,,,,2,2,2,2,,,,,,3,2,2,2,,,,,,,,,,
18052,8dff1cad-dcbe-4940-a033-8424a5f4ef8e,c3h-002,0,,9,8,8,12,2,2,2,3,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18053,2ffeb840-e61f-4707-9fbf-cd748ff18849,c3h-002,0,,12,12,10,12,3,3,3,3,,,,,,3,3,3,3,,,,,,3,3,2,2,,,,,,,,,,
18054,d4a82a48-d17d-432a-a6d9-71c1e6c2c4c5,c3h-002,0,,8,4,7,12,2,2,2,2,,,,,,1,1,1,1,,,,,,2,2,2,1,,,,,,,,,,
18055,18c7f4ce-c647-4939-9995-ae44c5b6ca19,c3h-002,0,,8,8,10,12,2,2,2,2,,,,,,2,2,2,2,,,,,,3,3,2,2,,,,,,,,,,
18056,28dfe71a-2726-4297-a322-d753fdfa1266,c3h-002,0,,12,10,9,12,3,3,3,3,,,,,,3,2,3,2,,,,,,3,2,2,2,,,,,,,,,,
18057,8be1553d-e05a-4622-9c22-ebff4abdbfd8,c3h-002,0,,8,6,8,12,2,2,2,2,,,,,,2,2,1,1,,,,,,2,2,2,2,,,,,,,,,,
18058,40894d80-add3-4c70-a166-369afeef3c24,c3h-002,0,,9,9,10,12,2,2,2,3,,,,,,2,2,2,3,,,,,,3,3,2,2,,,,,,,,,,
18060,0204f0a6-e967-4d70-86a1-f936993e6ce5,c3h-002,0,,4,4,7,12,1,1,1,1,,,,,,1,1,1,1,,,,,,2,2,2,1,,,,,,,,,,
18061,64c3e8dc-4aed-44c0-bc68-4e29df0e0df6,c3h-002,0,,8,7,8,12,2,2,2,2,,,,,,2,2,2,1,,,,,,2,2,2,2,,,,,,,,,,
18062,c66a6da4-3720-4f6d-b27f-bc5c0a2f54b9,c3h-002,0,,9,8,9,12,2,2,2,3,,,,,,2,2,2,2,,,,,,2,2,2,3,,,,,,,,,,
18064,801e6ef5-51a7-47ac-87da-0f7e13919e98,c3h-002,0,,9,8,7,12,2,3,2,2,,,,,,2,2,2,2,,,,,,2,2,2,1,,,,,,,,,,
18065,d6960e31-784c-4e94-8ebc-64c2f1c0e608,c3h-002,0,,8,6,9,12,2,2,2,2,,,,,,2,2,1,1,,,,,,3,2,2,2,,,,,,,,,,
18066,dc7b9254-dd47-407d-92ee-e5f67c396d56,c3h-002,0,,11,12,9,12,3,3,2,3,,,,,,3,3,3,3,,,,,,2,3,2,2,,,,,,,,,,
18067,4ce7eefd-992e-475f-abd5-0e31f0252744,c3h-002,0,,10,7,8,12,2,3,2,3,,,,,,1,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18068,f0fab839-9fa0-48dd-84de-34b3cb043cf2,c3h-002,0,,12,12,8,12,3,3,3,3,,,,,,3,3,3,3,,,,,,2,2,2,2,,,,,,,,,,
18070,3397b73c-1754-4f5d-a78a-516f72edb745,c3h-002,0,,9,11,8,12,2,1,3,3,,,,,,2,3,3,3,,,,,,2,2,2,2,,,,,,,,,,
18071,edff92c4-de3e-42e6-8d1b-b943beec451a,c3h-002,0,,8,8,9,12,2,2,2,2,,,,,,2,2,2,2,,,,,,3,2,2,2,,,,,,,,,,
18072,42c74276-7d30-490c-9867-ac5e19f7d73d,c3h-002,0,,7,8,10,12,1,2,2,2,,,,,,2,2,2,2,,,,,,3,3,2,2,,,,,,,,,,
18073,bc365006-658a-4bde-9b44-58e27b3e7ac8,c3h-002,0,,10,8,9,12,2,3,2,3,,,,,,2,2,2,2,,,,,,2,2,2,3,,,,,,,,,,
18074,cb4c7a4b-820f-404e-b68f-d0a882091d95,c3h-002,0,,7,10,8,12,2,2,2,1,,,,,,2,3,3,2,,,,,,2,2,2,2,,,,,,,,,,
18075,fbad5519-8b3d-476a-b87d-066d39094efc,c3h-002,0,,8,8,11,12,2,2,2,2,,,,,,2,2,2,2,,,,,,3,3,3,2,,,,,,,,,,
18076,71be0a6c-2206-44b8-aba0-520239db3f01,c3h-002,0,,6,7,8,12,2,2,1,1,,,,,,2,2,2,1,,,,,,2,2,2,2,,,,,,,,,,
18077,d849d919-528e-4594-b717-1d7d266bc33c,c3h-002,0,,10,8,8,12,1,3,3,3,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18078,41be2c37-af47-496e-b529-ec4fa22a0c91,c3h-002,0,,11,8,10,12,3,3,2,3,,,,,,2,2,2,2,,,,,,3,3,2,2,,,,,,,,,,
18079,c1023690-7a93-4f61-86fa-97ace1aecfcb,c3h-002,0,,12,10,9,12,3,3,3,3,,,,,,3,3,2,2,,,,,,3,2,2,2,,,,,,,,,,
18080,cc40a119-18d2-445f-b0ab-cf5ccaf82713,c3h-002,0,,5,3,7,12,0,1,2,2,,,,,,0,1,1,1,,,,,,2,2,2,1,,,,,,,,,,
18081,776fd9b0-4e35-4b4d-9c41-3ed96ff915b0,c3h-002,0,,11,12,8,12,3,3,3,2,,,,,,3,3,3,3,,,,,,2,2,2,2,,,,,,,,,,
18082,754f1ff9-3f34-40bb-9322-2114c45866b7,c3h-002,0,,7,7,9,12,2,2,2,1,,,,,,2,2,2,1,,,,,,2,3,2,2,,,,,,,,,,
18083,d2f81f76-d4b4-45da-a3e5-c5a37b40f9aa,c3h-002,0,,9,5,8,12,2,2,2,3,,,,,,1,1,1,2,,,,,,2,2,2,2,,,,,,,,,,
18084,756d9b50-4ef6-4ae4-ae7e-f3fbf9af0667,c3h-002,0,,7,8,8,12,2,2,1,2,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18086,4467b7da-0bd1-4325-ac4d-b58b35d1ae40,c3h-002,0,,8,7,8,12,2,2,2,2,,,,,,1,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18087,6b22b26a-8d62-4317-911d-2f512c3d2363,c3h-002,0,,9,10,10,12,2,2,2,3,,,,,,2,3,2,3,,,,,,3,3,2,2,,,,,,,,,,
18088,797451ec-1695-49a1-8f4b-a2b448303d4e,c3h-002,0,,3,3,5,12,0,1,1,1,,,,,,0,1,1,1,,,,,,1,1,1,2,,,,,,,,,,
18089,accc25e1-7653-457e-9528-0bee8bf06851,c3h-002,0,,11,10,8,12,3,3,2,3,,,,,,2,3,2,3,,,,,,2,2,2,2,,,,,,,,,,
18090,ca00b3fa-4283-4e33-b28d-d0b9c8fbe5cf,c3h-002,0,,10,6,8,12,2,3,2,3,,,,,,2,2,1,1,,,,,,2,2,2,2,,,,,,,,,,
18091,0b9150bb-598b-4b2c-a99a-10e6919e2569,c3h-002,0,,3,4,8,12,0,1,1,1,,,,,,1,1,1,1,,,,,,2,2,2,2,,,,,,,,,,
18092,e9e446a9-a41a-42f5-bdc9-dc697a6a9f9d,c3h-002,0,,9,7,9,12,2,3,2,2,,,,,,1,2,2,2,,,,,,2,3,2,2,,,,,,,,,,
18093,ca13ecbe-ef99-4dc6-a3bc-6aba66b36a04,c3h-002,0,,8,6,8,12,2,2,2,2,,,,,,2,2,1,1,,,,,,2,2,2,2,,,,,,,,,,
18094,c97b1390-de6a-4b71-8c7a-f29a52068446,c3h-002,0,,9,8,8,12,2,2,2,3,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18095,28c2429a-ea79-486b-b2e0-57cde714e6a8,c3h-002,0,,6,9,8,12,0,1,2,3,,,,,,0,3,3,3,,,,,,2,2,2,2,,,,,,,,,,
18096,55dce143-225b-4996-98fd-78b9d01313df,c3h-002,0,,8,8,10,12,2,2,2,2,,,,,,2,2,2,2,,,,,,3,3,2,2,,,,,,,,,,
18097,bb5476c7-8ba9-4e10-9100-c43930ae0c6f,c3h-002,0,,9,8,10,12,2,2,2,3,,,,,,2,2,2,2,,,,,,3,3,2,2,,,,,,,,,,
18098,a6b77bc4-b8a0-4234-89cb-38a02d707775,c3h-002,0,,11,11,10,12,2,3,3,3,,,,,,3,3,3,2,,,,,,3,3,2,2,,,,,,,,,,
18099,666d6362-2a6f-4d4d-b730-bc70dfc91b67,c3h-002,0,,8,9,10,12,2,2,2,2,,,,,,2,2,2,3,,,,,,3,3,2,2,,,,,,,,,,
18100,c290f0be-906c-4d6e-8159-e133e2b6b948,c3h-002,0,,8,10,9,12,2,2,2,2,,,,,,2,3,2,3,,,,,,3,2,2,2,,,,,,,,,,
18102,2321f891-ea3f-403e-bd4e-134ce7aba71a,c3h-002,0,,5,8,9,12,1,1,1,2,,,,,,1,2,2,3,,,,,,2,2,2,3,,,,,,,,,,
18103,28af8641-00fc-457d-8325-a435f25dd8c3,c3h-002,0,,6,5,8,12,2,1,2,1,,,,,,1,1,2,1,,,,,,2,2,2,2,,,,,,,,,,
18105,f542913c-7724-4ca3-8ab8-680f66b5d266,c3h-002,0,,8,9,8,12,2,2,2,2,,,,,,2,3,2,2,,,,,,2,2,2,2,,,,,,,,,,
18106,dee155ab-f24c-49a3-8184-318e3b968a1b,c3h-002,0,,8,8,6,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,2,1,1,,,,,,,,,,
18107,c6232034-e07a-4257-b123-ce6e9c860ee1,c3h-002,0,,8,5,8,12,2,2,2,2,,,,,,0,1,2,2,,,,,,2,2,2,2,,,,,,,,,,
18108,d3a3033d-c6ed-4060-a72a-675ea43cf90e,c3h-002,0,,5,6,7,12,1,1,2,1,,,,,,1,2,1,2,,,,,,2,2,2,1,,,,,,,,,,
18109,0fb619d6-71f9-4d87-8118-55461dccea8d,c3h-002,0,,4,4,7,12,1,1,1,1,,,,,,1,1,1,1,,,,,,2,1,2,2,,,,,,,,,,
18110,7c0d55e9-4968-45da-97b7-bf6851f8d88d,c3h-002,0,,8,12,8,12,2,2,2,2,,,,,,3,3,3,3,,,,,,2,2,2,2,,,,,,,,,,
18112,dddefe3c-5ba2-4011-8de0-0ccd09657fde,c3h-002,0,,8,9,10,12,2,2,2,2,,,,,,2,2,2,3,,,,,,3,3,2,2,,,,,,,,,,
18114,f49d7ceb-a879-43cd-9fa3-48d62179919d,c3h-002,0,,10,8,8,12,3,3,2,2,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18115,8204f284-79fa-4d77-9c27-c11b2e3a89c2,c3h-002,0,,8,7,6,12,2,2,2,2,,,,,,2,1,2,2,,,,,,2,2,1,1,,,,,,,,,,
18116,6f24d6ef-461a-4202-b3ea-180a7eeb2c46,c3h-002,0,,9,11,9,12,2,3,2,2,,,,,,3,3,3,2,,,,,,3,2,2,2,,,,,,,,,,
18117,acede33a-245e-4239-ac82-3be420833062,c3h-002,0,,8,11,10,12,2,2,2,2,,,,,,3,3,2,3,,,,,,3,3,2,2,,,,,,,,,,
18118,b9e20a1b-940f-4c8d-9956-533e80e15c46,c3h-002,0,,6,4,5,12,1,1,2,2,,,,,,1,1,1,1,,,,,,1,1,1,2,,,,,,,,,,
18119,91a35087-33be-45c2-adc2-f8e97413a220,c3h-002,0,,8,8,7,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,2,2,1,,,,,,,,,,
18120,b9f947c7-1893-407f-9b44-8b06f65f7ca6,c3h-002,0,,10,8,8,12,3,3,2,2,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18121,8ba59f14-292c-47b7-a711-b540d4499b96,c3h-002,0,,6,8,8,12,0,1,2,3,,,,,,2,1,2,3,,,,,,2,2,2,2,,,,,,,,,,
18123,332895e7-3398-48f9-b31a-d1275da41595,c3h-002,0,,6,6,8,12,0,2,2,2,,,,,,0,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18124,7c5b3454-fa40-42e3-b5a6-e756e12bb5de,c3h-002,0,,8,7,10,12,2,2,2,2,,,,,,2,1,2,2,,,,,,3,3,2,2,,,,,,,,,,
18126,89119dcd-361e-4691-94b4-d098e51bc0ac,c3h-002,0,,4,2,5,12,1,1,1,1,,,,,,1,0,0,1,,,,,,1,2,1,1,,,,,,,,,,
18127,a19c126e-8142-41ed-a785-69649b3ba6d7,c3h-002,0,,8,10,8,12,2,2,2,2,,,,,,3,3,2,2,,,,,,3,2,2,1,,,,,,,,,,
18128,a89b788b-97f7-4511-b9bb-d485f0ab4c54,c3h-002,0,,8,9,11,12,2,2,2,2,,,,,,2,2,2,3,,,,,,3,3,2,3,,,,,,,,,,
18129,b52dea4c-3455-4ac6-b917-073255cfe2cd,c3h-002,0,,7,6,9,12,2,2,1,2,,,,,,2,2,1,1,,,,,,3,2,2,2,,,,,,,,,,
18130,e8431b1b-62a4-4451-a7a0-94a5fd93847e,c3h-002,0,,8,9,10,12,2,2,2,2,,,,,,2,3,2,2,,,,,,3,3,2,2,,,,,,,,,,
18131,acc316eb-e356-4168-96a1-1efc86fb8cf0,c3h-002,0,,7,8,8,12,1,2,2,2,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18132,1745dcf4-c4f9-43be-8922-553c72932a2b,c3h-002,0,,8,10,10,12,2,2,2,2,,,,,,2,2,3,3,,,,,,3,3,2,2,,,,,,,,,,
18133,f13a66c7-0628-400b-a364-939e41dc7fca,c3h-002,0,,8,5,8,12,2,2,2,2,,,,,,1,1,1,2,,,,,,2,2,2,2,,,,,,,,,,
18134,5a1ebe30-69c8-46f7-ba2d-e4e2b2bfc130,c3h-002,0,,7,5,9,12,1,2,2,2,,,,,,0,1,2,2,,,,,,2,2,2,3,,,,,,,,,,
18135,64769946-4da2-4b37-a89b-da0497b27c25,c3h-002,0,,4,8,10,12,1,1,1,1,,,,,,2,2,2,2,,,,,,3,3,2,2,,,,,,,,,,
18136,2d3c9350-129b-417e-a988-176354734514,c3h-002,0,,7,7,8,12,2,1,2,2,,,,,,1,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18137,314faeb9-0838-4d8c-89cb-700a92e9a3f9,c3h-002,0,,7,8,8,12,2,1,2,2,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18138,fa97f63e-d9b0-4e71-bb25-14754696629b,c3h-002,0,,7,5,7,12,2,2,2,1,,,,,,1,1,1,2,,,,,,2,2,2,1,,,,,,,,,,
18140,67b24679-39aa-4ec7-a3fa-12012cee68d2,c3h-002,0,,9,9,8,12,2,2,2,3,,,,,,2,2,2,3,,,,,,2,2,2,2,,,,,,,,,,
18141,fa12568a-530a-40e6-876a-1e5267a97aa8,c3h-002,0,,7,8,8,12,2,2,2,1,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18142,e4f76ea3-c197-46ce-b095-5c3fc7602705,c3h-002,0,,9,12,10,12,3,2,2,2,,,,,,3,3,3,3,,,,,,3,3,2,2,,,,,,,,,,
18143,f01f0aad-63d9-4b52-b4a5-d6751ea67ec5,c3h-002,0,,7,6,9,12,0,2,2,3,,,,,,0,2,2,2,,,,,,2,2,2,3,,,,,,,,,,
18144,1ff2033a-3c3f-4f50-9a4b-d4051a4fa8c6,c3h-002,0,,8,8,9,12,2,2,2,2,,,,,,2,2,2,2,,,,,,3,2,2,2,,,,,,,,,,
18146,2167d339-a8f9-4a84-9fcd-ab3fec665bc8,c3h-002,0,,9,12,10,12,2,2,2,3,,,,,,3,3,3,3,,,,,,3,3,2,2,,,,,,,,,,
18147,e99baf2f-beec-4d29-8d82-7ed43f824de8,c3h-002,0,,8,8,10,12,2,2,2,2,,,,,,2,2,2,2,,,,,,3,3,2,2,,,,,,,,,,
18148,68e9533c-ab60-4c17-a352-3145bfe24674,c3h-002,0,,10,8,7,12,2,2,3,3,,,,,,2,2,2,2,,,,,,2,2,2,1,,,,,,,,,,
18149,d2914685-58e3-41aa-901e-cbc89380c1f7,c3h-002,0,,4,6,9,12,1,1,1,1,,,,,,1,2,1,2,,,,,,2,2,2,3,,,,,,,,,,
18150,769917d7-3ee5-4744-b7bb-0005eae86841,c3h-002,0,,6,8,8,12,2,1,1,2,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18151,ca11e547-84ba-4554-a3ef-0d9b13f3114d,c3h-002,0,,7,9,10,12,2,1,2,2,,,,,,2,2,2,3,,,,,,3,3,2,2,,,,,,,,,,
18152,6ffca9a6-8c20-43a7-baef-b475eee08a4b,c3h-002,0,,3,3,8,12,0,1,1,1,,,,,,0,1,1,1,,,,,,2,2,2,2,,,,,,,,,,
18153,27bf9eb9-44d0-46b8-81a8-4672de65f229,c3h-002,0,,12,12,10,12,3,3,3,3,,,,,,3,3,3,3,,,,,,3,2,2,3,,,,,,,,,,
18154,04a3d100-163a-418f-bfcb-504ffbadbaa4,c3h-002,0,,8,5,8,12,2,2,2,2,,,,,,1,2,1,1,,,,,,2,2,2,2,,,,,,,,,,
18156,9dabe099-4cff-4c0b-9aa5-1462da6d024b,c3h-002,0,,9,9,10,12,2,3,2,2,,,,,,2,2,3,2,,,,,,3,3,2,2,,,,,,,,,,
18159,c2e7c7ad-688a-43e4-bc22-be8b60bbb7f1,c3h-002,0,,9,9,8,12,2,2,2,3,,,,,,3,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18160,aedc450e-065c-4e65-99b9-85707f296655,c3h-002,1,Unknown error. ,12,11,8,12,3,3,3,3,,,,,,3,3,3,2,,,,,,3,3,,,,,,,,,,,,
18161,fb1419bf-4a50-4977-bb16-e78e9e286235,c3h-002,0,,2,2,8,12,1,0,0,1,,,,,,0,0,1,1,,,,,,2,2,2,2,,,,,,,,,,
18162,d037428e-28e3-4ccc-b93a-5af0be87bf5a,c3h-002,0,,8,11,9,12,2,2,2,2,,,,,,3,3,2,3,,,,,,2,2,2,3,,,,,,,,,,
18163,625ebf30-27ac-4f39-9ba1-cd4d499aa576,c3h-002,0,,8,8,9,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,3,2,2,,,,,,,,,,
18164,9ddabd8b-3578-494c-8b3f-4fb10baed6ad,c3h-002,0,,11,8,9,12,3,3,2,3,,,,,,2,2,2,2,,,,,,3,2,2,2,,,,,,,,,,
18165,75d19a31-1bd3-4a09-8bfa-569942e16671,c3h-002,0,,8,9,10,12,2,2,2,2,,,,,,2,2,3,2,,,,,,3,3,2,2,,,,,,,,,,
18166,1fb313ad-defd-4121-97c6-ee58a78e8fee,c3h-002,0,,8,9,10,12,2,2,2,2,,,,,,2,3,2,2,,,,,,3,3,2,2,,,,,,,,,,
18167,9068d96f-1c22-4317-83df-fe909f15e1e4,c3h-002,0,,2,5,8,12,0,0,1,1,,,,,,0,1,2,2,,,,,,2,2,2,2,,,,,,,,,,
18168,dc6b3d0d-088e-4a10-8137-50e1477c87c9,c3h-002,0,,8,9,11,12,2,3,1,2,,,,,,2,2,2,3,,,,,,3,3,3,2,,,,,,,,,,
18169,749fa4ab-b6f2-4e60-bba8-e9f0173601d6,c3h-002,0,,8,5,8,12,2,2,2,2,,,,,,1,2,1,1,,,,,,2,2,2,2,,,,,,,,,,
18170,1eb43f77-f758-4187-83eb-77346294212b,c3h-002,0,,6,8,8,12,2,1,1,2,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
