essay_id,session_uuid,model,error_count,messages,score_1,score_2,autoscore,rubric_max_score,rubric1_1,rubric1_2,rubric1_3,rubric1_4,rubric1_5,rubric1_6,rubric1_7,rubric1_8,rubric1_9,rubric2_1,rubric2_2,rubric2_3,rubric2_4,rubric2_5,rubric2_6,rubric2_7,rubric2_8,rubric2_9,autoscore_trait1,autoscore_trait2,autoscore_trait3,autoscore_trait4,autoscore_trait5,autoscore_trait6,autoscore_trait7,autoscore_trait8,autoscore_trait9,,,,,
18000,b0c653df-487a-48f4-baa5-6e4485cb434d,c3s-002,0,,10,12,8,12,2,2,3,3,,,,,,3,3,3,3,,,,,,3,2,2,1,,,,,,,,,,
18001,ead3c082-2cfb-46d4-a87d-05d5f1a5c07e,c3s-002,0,,8,4,3,12,2,2,2,2,,,,,,1,1,1,1,,,,,,1,1,1,0,,,,,,,,,,
18002,50a614fc-9d29-4ff7-9976-e12f2b8afc69,c3s-002,0,,5,7,9,12,1,1,2,1,,,,,,2,2,2,1,,,,,,2,3,2,2,,,,,,,,,,
18004,875ea6ce-cf78-4531-b29d-e02db54f1c32,c3s-002,0,,8,8,4,12,2,2,2,2,,,,,,2,2,2,2,,,,,,1,1,1,1,,,,,,,,,,
18005,36d01cb8-cec9-49a7-b64f-7ca6e69e1299,c3s-002,0,,11,9,4,12,3,3,3,2,,,,,,2,3,2,2,,,,,,1,1,1,1,,,,,,,,,,
18006,22e7d343-031e-4d90-bef9-46a527874949,c3s-002,0,,8,8,7,12,2,2,2,2,,,,,,2,2,2,2,,,,,,1,2,2,2,,,,,,,,,,
18008,a1765a16-8a1d-4b49-92f8-57cc9b5a784e,c3s-002,0,,8,7,10,12,2,2,2,2,,,,,,2,2,1,2,,,,,,2,3,2,3,,,,,,,,,,
18011,be55e747-e509-4886-a92c-f75f8b1e94c2,c3s-002,0,,5,3,4,12,0,1,2,2,,,,,,0,1,1,1,,,,,,1,1,1,1,,,,,,,,,,
18012,961ccc01-bb1d-4782-b3e9-565086ca7b6c,c3s-002,0,,9,8,4,12,3,2,2,2,,,,,,2,1,2,3,,,,,,1,1,1,1,,,,,,,,,,
18013,581f6a82-39e2-428f-8e97-017663a0ab8c,c3s-002,0,,6,7,4,12,2,1,2,1,,,,,,2,2,1,2,,,,,,1,1,1,1,,,,,,,,,,
18014,f7e2e687-7b16-46af-9e12-c7838b153d32,c3s-002,0,,12,8,8,12,3,3,3,3,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18015,efd137e3-3f45-4e24-b05d-60dbffecf626,c3s-002,0,,7,7,6,12,2,2,2,1,,,,,,2,2,2,1,,,,,,2,2,1,1,,,,,,,,,,
18016,59226795-bf36-4039-a987-727ae85b6734,c3s-002,0,,12,12,10,12,3,3,3,3,,,,,,3,3,3,3,,,,,,3,3,2,2,,,,,,,,,,
18017,e7226081-a8a9-4c10-953b-4a20af8d64be,c3s-002,0,,8,9,6,12,2,2,2,2,,,,,,2,2,2,3,,,,,,2,1,2,1,,,,,,,,,,
18018,6d2155ad-b0e9-4ab0-8a7e-147eca6ed2d9,c3s-002,0,,5,7,5,12,1,2,1,1,,,,,,1,2,2,2,,,,,,1,2,1,1,,,,,,,,,,
18019,4528bc8f-b06e-4009-a209-d26ac4fe2ebe,c3s-002,0,,12,8,8,12,3,3,3,3,,,,,,2,2,2,2,,,,,,2,3,2,1,,,,,,,,,,
18020,2a0aa8c5-c0c4-4e83-bc98-0885771b6b52,c3s-002,0,,7,6,8,12,2,2,2,1,,,,,,2,2,1,1,,,,,,2,2,2,2,,,,,,,,,,
18021,68772e9f-0e2b-494b-89b2-076c495faa87,c3s-002,0,,8,8,4,12,2,2,2,2,,,,,,2,2,2,2,,,,,,1,1,1,1,,,,,,,,,,
18022,cc5c234b-6a5a-46f0-bf2c-b94a0bcef2f6,c3s-002,0,,8,10,7,12,2,2,2,2,,,,,,2,3,2,3,,,,,,2,2,1,2,,,,,,,,,,
18023,a9746b96-4580-4c45-853d-6b735f3c05d5,c3s-002,0,,4,8,2,12,1,1,1,1,,,,,,2,2,2,2,,,,,,1,0,1,0,,,,,,,,,,
18025,be663a8a-2451-461d-b842-a32347c620b3,c3s-002,0,,11,10,7,12,3,3,3,2,,,,,,2,2,3,3,,,,,,2,2,2,1,,,,,,,,,,
18026,40d732c3-38f5-49c7-8b15-bd65fdebd26b,c3s-002,0,,8,11,10,12,2,2,2,2,,,,,,3,3,2,3,,,,,,3,3,2,2,,,,,,,,,,
18028,65e4f3b4-8d95-4744-a4c0-35ae9b69a632,c3s-002,0,,11,12,9,12,3,3,2,3,,,,,,3,3,3,3,,,,,,3,2,2,2,,,,,,,,,,
18029,8173be86-d625-40c1-af9e-43d070ee0693,c3s-002,0,,9,8,9,12,2,3,2,2,,,,,,2,2,2,2,,,,,,3,2,2,2,,,,,,,,,,
18030,66a5ab59-b110-4be7-bafd-cbda2b3fc144,c3s-002,0,,10,11,9,12,3,2,2,3,,,,,,3,3,2,3,,,,,,2,3,2,2,,,,,,,,,,
18031,f070d1cc-ce38-460e-aeae-6f1843ccbe2e,c3s-002,0,,4,5,4,12,1,1,1,1,,,,,,0,1,2,2,,,,,,1,1,1,1,,,,,,,,,,
18032,b06b17e4-2a17-4efb-b556-52d435a15e4f,c3s-002,0,,7,8,6,12,2,2,2,1,,,,,,2,2,2,2,,,,,,1,1,2,2,,,,,,,,,,
18033,c0132218-dc00-4852-9ae0-d67eefcd12a9,c3s-002,0,,5,7,7,12,1,1,1,2,,,,,,1,2,2,2,,,,,,2,1,2,2,,,,,,,,,,
18034,6df7271a-c1b9-4105-93b6-bb1a13483058,c3s-002,0,,12,12,7,12,3,3,3,3,,,,,,3,3,3,3,,,,,,2,2,2,1,,,,,,,,,,
18035,171f860c-fd35-4507-a01f-dc09e43e2eb0,c3s-002,0,,7,9,8,12,1,1,2,3,,,,,,2,3,2,2,,,,,,2,2,2,2,,,,,,,,,,
18036,e3103356-6fb2-49ad-8649-121609ff2360,c3s-002,0,,4,4,4,12,1,1,1,1,,,,,,1,1,1,1,,,,,,1,1,1,1,,,,,,,,,,
18037,ca1d7406-708a-43c5-9323-4bbb9260c065,c3s-002,0,,7,6,3,12,1,2,2,2,,,,,,2,2,1,1,,,,,,1,1,1,0,,,,,,,,,,
18038,4aebbf24-a21c-40ef-8b7c-5d41267aab84,c3s-002,0,,12,9,8,12,3,3,3,3,,,,,,2,3,2,2,,,,,,2,3,2,1,,,,,,,,,,
18039,e2228c12-0c2b-4f29-a345-ce6f085ff76d,c3s-002,0,,8,8,9,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,3,2,2,,,,,,,,,,
18040,ef41b910-c817-4b85-8a2c-af7ac9bdbdb7,c3s-002,0,,5,4,6,12,1,1,1,2,,,,,,1,1,1,1,,,,,,2,1,1,2,,,,,,,,,,
18041,03212ee9-8365-496f-873b-d98add72acbf,c3s-002,0,,8,9,7,12,2,2,2,2,,,,,,2,2,2,3,,,,,,2,2,2,1,,,,,,,,,,
18042,93d74556-4846-4feb-ae68-c29927d4b2cc,c3s-002,0,,8,8,8,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18043,465300a9-58aa-4593-8353-6bcf9eab04dc,c3s-002,0,,3,4,3,12,0,1,1,1,,,,,,1,1,1,1,,,,,,1,0,1,1,,,,,,,,,,
18044,65feef0f-a1f6-4859-8068-435676fc31b8,c3s-002,0,,8,8,10,12,2,2,2,2,,,,,,2,2,2,2,,,,,,3,3,2,2,,,,,,,,,,
18045,623cc3f5-c6c2-4480-ae9e-e874554c18e2,c3s-002,0,,11,8,8,12,3,3,2,3,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18046,76b8fdb8-f93b-4ae6-a10f-85e421b8c516,c3s-002,0,,4,4,4,12,1,1,1,1,,,,,,1,1,1,1,,,,,,1,1,1,1,,,,,,,,,,
18047,391dfe56-265f-417d-860c-7fccf5446195,c3s-002,0,,12,10,5,12,3,3,3,3,,,,,,3,3,2,2,,,,,,1,2,1,1,,,,,,,,,,
18048,c4b56f9b-08da-40c8-964c-648dcda005d0,c3s-002,0,,11,7,8,12,2,3,3,3,,,,,,2,1,2,2,,,,,,2,3,2,1,,,,,,,,,,
18049,5184d0cf-13fa-4478-9697-6b04c1f8ab58,c3s-002,0,,10,8,4,12,3,3,2,2,,,,,,2,2,2,2,,,,,,1,1,1,1,,,,,,,,,,
18050,d4d0f7d2-1282-499b-a706-1d0af954572f,c3s-002,0,,4,4,4,12,1,1,1,1,,,,,,1,1,1,1,,,,,,1,1,1,1,,,,,,,,,,
18051,544c01e0-0a26-4de9-8b7d-0ae4d076b331,c3s-002,0,,10,8,7,12,2,3,2,3,,,,,,2,2,2,2,,,,,,2,2,2,1,,,,,,,,,,
18052,a6b43908-493b-41c6-9dfb-bfdab815581d,c3s-002,0,,9,8,4,12,2,2,2,3,,,,,,2,2,2,2,,,,,,1,1,1,1,,,,,,,,,,
18053,7a6476dd-7c4e-408c-812b-e5ad5d719cca,c3s-002,0,,12,12,7,12,3,3,3,3,,,,,,3,3,3,3,,,,,,2,2,2,1,,,,,,,,,,
18054,7456f406-91b2-4d8a-99af-1abf08aa20a0,c3s-002,0,,8,4,4,12,2,2,2,2,,,,,,1,1,1,1,,,,,,1,1,1,1,,,,,,,,,,
18055,33239838-3f09-4026-861e-4c2bf3fc15f3,c3s-002,0,,8,8,8,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,3,2,1,,,,,,,,,,
18056,3e26e670-d71f-4b12-a9be-b285c05679f6,c3s-002,0,,12,10,4,12,3,3,3,3,,,,,,3,2,3,2,,,,,,1,1,1,1,,,,,,,,,,
18057,2ffd9d31-06cf-4541-a583-c30ae445b6d2,c3s-002,0,,8,6,7,12,2,2,2,2,,,,,,2,2,1,1,,,,,,2,2,2,1,,,,,,,,,,
18058,b0749756-bfb2-43e0-bcec-1eadc3b35055,c3s-002,0,,9,9,10,12,2,2,2,3,,,,,,2,2,2,3,,,,,,3,3,2,2,,,,,,,,,,
18060,054eb9d8-1ed9-4088-a3f0-844496eb48a2,c3s-002,0,,4,4,7,12,1,1,1,1,,,,,,1,1,1,1,,,,,,2,2,2,1,,,,,,,,,,
18061,26f4e52c-c9af-4687-b4e8-26a43b775048,c3s-002,0,,8,7,8,12,2,2,2,2,,,,,,2,2,2,1,,,,,,2,2,2,2,,,,,,,,,,
18062,82a707c4-fb51-44f2-9626-89eafb445c10,c3s-002,0,,9,8,9,12,2,2,2,3,,,,,,2,2,2,2,,,,,,2,3,2,2,,,,,,,,,,
18064,40564b16-cf38-4746-8cf9-23b5bb1d0696,c3s-002,0,,9,8,4,12,2,3,2,2,,,,,,2,2,2,2,,,,,,1,1,1,1,,,,,,,,,,
18065,6ffba844-6513-40b5-b6fb-a60e74d8cdfa,c3s-002,0,,8,6,4,12,2,2,2,2,,,,,,2,2,1,1,,,,,,1,1,1,1,,,,,,,,,,
18066,e91a4469-2980-4447-a4ad-79dc5e3e043a,c3s-002,0,,11,12,6,12,3,3,2,3,,,,,,3,3,3,3,,,,,,2,2,1,1,,,,,,,,,,
18067,7ac274b1-2be7-4560-ae09-f81ae10e9c39,c3s-002,0,,10,7,4,12,2,3,2,3,,,,,,1,2,2,2,,,,,,1,1,1,1,,,,,,,,,,
18068,be1d60b0-3351-4bd1-bbba-1d5171990108,c3s-002,0,,12,12,8,12,3,3,3,3,,,,,,3,3,3,3,,,,,,2,2,2,2,,,,,,,,,,
18070,86072856-1384-4a42-a427-a9314f0cc164,c3s-002,0,,9,11,4,12,2,1,3,3,,,,,,2,3,3,3,,,,,,1,1,1,1,,,,,,,,,,
18071,49a754cb-5186-48a9-a917-db9738311ee6,c3s-002,0,,8,8,4,12,2,2,2,2,,,,,,2,2,2,2,,,,,,1,1,1,1,,,,,,,,,,
18072,02f3d682-3ed4-4dca-a3ef-77568718a21f,c3s-002,0,,7,8,8,12,1,2,2,2,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18073,85622e02-c902-4697-9a54-ef501da60e9b,c3s-002,0,,10,8,7,12,2,3,2,3,,,,,,2,2,2,2,,,,,,2,2,2,1,,,,,,,,,,
18074,7b8070b0-95d5-48b3-a659-f3bca9b846d6,c3s-002,0,,7,10,4,12,2,2,2,1,,,,,,2,3,3,2,,,,,,1,1,1,1,,,,,,,,,,
18075,71b9c7ed-a509-46ce-ac4f-e250c0606678,c3s-002,0,,8,8,8,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18076,4ad17dc1-8cab-4df5-ab91-d8b769e05b60,c3s-002,0,,6,7,5,12,2,2,1,1,,,,,,2,2,2,1,,,,,,1,1,2,1,,,,,,,,,,
18077,ff99909a-97ce-4fc0-8004-9fbb2c80eba4,c3s-002,0,,10,8,7,12,1,3,3,3,,,,,,2,2,2,2,,,,,,2,1,2,2,,,,,,,,,,
18078,3622cfdf-e8b8-433c-9ae0-0f3f45ed041b,c3s-002,0,,11,8,10,12,3,3,2,3,,,,,,2,2,2,2,,,,,,3,3,2,2,,,,,,,,,,
18079,9af26ff7-e27b-4c78-a374-2b2bfdf67fd7,c3s-002,0,,12,10,7,12,3,3,3,3,,,,,,3,3,2,2,,,,,,2,2,2,1,,,,,,,,,,
18080,c442f799-125c-4f8f-aeec-0f50981b2c97,c3s-002,0,,5,3,5,12,0,1,2,2,,,,,,0,1,1,1,,,,,,2,1,1,1,,,,,,,,,,
18081,bf06b882-f65a-4dc1-b67b-8bbdf4b1edd0,c3s-002,0,,11,12,6,12,3,3,3,2,,,,,,3,3,3,3,,,,,,2,2,1,1,,,,,,,,,,
18082,998901c6-c9c1-4042-a71b-65e9036785c6,c3s-002,0,,7,7,8,12,2,2,2,1,,,,,,2,2,2,1,,,,,,2,2,2,2,,,,,,,,,,
18083,c482f8c0-6d15-41e4-b5a8-a862c129918f,c3s-002,0,,9,5,8,12,2,2,2,3,,,,,,1,1,1,2,,,,,,2,2,2,2,,,,,,,,,,
18084,af0340aa-f6f0-49ec-aee3-48ada13c6a24,c3s-002,0,,7,8,8,12,2,2,1,2,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18086,99102b95-bba9-4305-b645-bb8105d9d844,c3s-002,0,,8,7,5,12,2,2,2,2,,,,,,1,2,2,2,,,,,,1,1,2,1,,,,,,,,,,
18087,658c9774-d53b-4494-97ad-4d28b05fc28d,c3s-002,0,,9,10,10,12,2,2,2,3,,,,,,2,3,2,3,,,,,,3,3,2,2,,,,,,,,,,
18088,e9504ffb-4164-4baa-beaa-51865f03f2ae,c3s-002,0,,3,3,0,12,0,1,1,1,,,,,,0,1,1,1,,,,,,0,0,0,0,,,,,,,,,,
18089,64bd5e9c-4515-45c1-a7db-ad1e69091412,c3s-002,0,,11,10,5,12,3,3,2,3,,,,,,2,3,2,3,,,,,,2,1,1,1,,,,,,,,,,
18090,7e190494-a82a-4ddf-a497-9f5614921f44,c3s-002,0,,10,6,3,12,2,3,2,3,,,,,,2,2,1,1,,,,,,1,1,1,0,,,,,,,,,,
18091,629b355e-efd9-49f2-af5d-4d287fce1121,c3s-002,0,,3,4,4,12,0,1,1,1,,,,,,1,1,1,1,,,,,,1,1,1,1,,,,,,,,,,
18092,3907f306-e5c8-400d-8cb3-5444219e779f,c3s-002,0,,9,7,6,12,2,3,2,2,,,,,,1,2,2,2,,,,,,2,1,2,1,,,,,,,,,,
18093,b466e399-6111-4ba6-8e3c-664e756cbb36,c3s-002,0,,8,6,6,12,2,2,2,2,,,,,,2,2,1,1,,,,,,2,2,1,1,,,,,,,,,,
18094,e6cc49b7-5907-4238-8e07-d14119b298b0,c3s-002,0,,9,8,8,12,2,2,2,3,,,,,,2,2,2,2,,,,,,2,3,2,1,,,,,,,,,,
18095,af97b518-829c-40f6-932e-caaaf7657805,c3s-002,0,,6,9,4,12,0,1,2,3,,,,,,0,3,3,3,,,,,,1,1,1,1,,,,,,,,,,
18096,c2eefb5c-0053-4461-8a6d-8c04ecb62f1b,c3s-002,0,,8,8,9,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,3,2,2,,,,,,,,,,
18097,6bf39e5d-3fbf-4863-af36-3d956fb74008,c3s-002,0,,9,8,9,12,2,2,2,3,,,,,,2,2,2,2,,,,,,2,3,2,2,,,,,,,,,,
18098,c5d0136f-45cb-47da-aa75-00ac174b0089,c3s-002,0,,11,11,9,12,2,3,3,3,,,,,,3,3,3,2,,,,,,2,3,2,2,,,,,,,,,,
18099,6c235048-0d41-42b1-babb-d0a159b64966,c3s-002,0,,8,9,8,12,2,2,2,2,,,,,,2,2,2,3,,,,,,2,2,2,2,,,,,,,,,,
18100,6a9a20f1-1e59-4bef-a9c5-49d8eb2577d7,c3s-002,0,,8,10,4,12,2,2,2,2,,,,,,2,3,2,3,,,,,,1,1,1,1,,,,,,,,,,
18102,e19c0be7-0950-409b-bbc1-8e084af2cb28,c3s-002,0,,5,8,4,12,1,1,1,2,,,,,,1,2,2,3,,,,,,1,1,1,1,,,,,,,,,,
18103,92423dca-2837-4de7-aec0-316e191c66cd,c3s-002,0,,6,5,1,12,2,1,2,1,,,,,,1,1,2,1,,,,,,1,0,0,0,,,,,,,,,,
18105,d2e417dc-82c3-4689-9aa8-6c37e09bf8ab,c3s-002,0,,8,9,8,12,2,2,2,2,,,,,,2,3,2,2,,,,,,2,2,2,2,,,,,,,,,,
18106,4a31474f-5f63-4336-bad2-58f26328f915,c3s-002,0,,8,8,4,12,2,2,2,2,,,,,,2,2,2,2,,,,,,1,1,1,1,,,,,,,,,,
18107,d63d8715-0975-4fe2-ada7-d8b3e534a608,c3s-002,0,,8,5,4,12,2,2,2,2,,,,,,0,1,2,2,,,,,,1,1,1,1,,,,,,,,,,
18108,18906f51-853f-41fa-8d17-b0d641bbf6ef,c3s-002,0,,5,6,4,12,1,1,2,1,,,,,,1,2,1,2,,,,,,1,1,1,1,,,,,,,,,,
18109,2b6ac4be-cc28-40da-8e5b-ddf33804e6b4,c3s-002,0,,4,4,6,12,1,1,1,1,,,,,,1,1,1,1,,,,,,2,1,2,1,,,,,,,,,,
18110,ab7fcf59-31f8-4965-88bd-694200e2757c,c3s-002,0,,8,12,7,12,2,2,2,2,,,,,,3,3,3,3,,,,,,2,2,2,1,,,,,,,,,,
18112,b01d08ee-becf-4f85-9725-b629ccaec12b,c3s-002,0,,8,9,10,12,2,2,2,2,,,,,,2,2,2,3,,,,,,3,3,2,2,,,,,,,,,,
18114,3f065670-9fb9-4487-bf0c-8ef80d5e2770,c3s-002,0,,10,8,7,12,3,3,2,2,,,,,,2,2,2,2,,,,,,2,2,2,1,,,,,,,,,,
18115,86f740e0-fba7-4cbb-a519-94ce67b3325c,c3s-002,0,,8,7,5,12,2,2,2,2,,,,,,2,1,2,2,,,,,,1,2,1,1,,,,,,,,,,
18116,a9613376-ffdd-402f-8448-7f4d15f401a8,c3s-002,0,,9,11,8,12,2,3,2,2,,,,,,3,3,3,2,,,,,,2,3,2,1,,,,,,,,,,
18117,36001ae6-3699-4840-80be-99c8fb11e2bb,c3s-002,0,,8,11,8,12,2,2,2,2,,,,,,3,3,2,3,,,,,,2,2,2,2,,,,,,,,,,
18118,3bc190e6-1b44-4376-9e13-d3ee16ba0408,c3s-002,0,,6,4,4,12,1,1,2,2,,,,,,1,1,1,1,,,,,,1,1,1,1,,,,,,,,,,
18119,9d293090-826a-44c4-bae3-86ccd4ec7b97,c3s-002,0,,8,8,5,12,2,2,2,2,,,,,,2,2,2,2,,,,,,1,2,1,1,,,,,,,,,,
18120,779368d0-4350-4ee7-9de5-944b6373efaf,c3s-002,0,,10,8,7,12,3,3,2,2,,,,,,2,2,2,2,,,,,,2,2,2,1,,,,,,,,,,
18121,4fc6c037-bacf-455d-bf77-3f2ece25ec2f,c3s-002,0,,6,8,4,12,0,1,2,3,,,,,,2,1,2,3,,,,,,1,1,1,1,,,,,,,,,,
18123,b3f7e9f5-11bd-463b-865f-ce67e43fa764,c3s-002,0,,6,6,4,12,0,2,2,2,,,,,,0,2,2,2,,,,,,1,1,1,1,,,,,,,,,,
18124,41f8905f-357d-4b5e-a0c4-4df367439059,c3s-002,0,,8,7,10,12,2,2,2,2,,,,,,2,1,2,2,,,,,,3,3,2,2,,,,,,,,,,
18126,d5a478b1-984d-4264-9925-9cda4506e324,c3s-002,0,,4,2,4,12,1,1,1,1,,,,,,1,0,0,1,,,,,,1,1,1,1,,,,,,,,,,
18127,e8658ee9-2356-4154-ae18-4335f5a2fdc0,c3s-002,0,,8,10,9,12,2,2,2,2,,,,,,3,3,2,2,,,,,,2,3,2,2,,,,,,,,,,
18128,60b9452f-8588-4844-b10b-eb3c52f40450,c3s-002,0,,8,9,10,12,2,2,2,2,,,,,,2,2,2,3,,,,,,3,3,2,2,,,,,,,,,,
18129,f73b687a-4141-4825-860a-eb152543b443,c3s-002,0,,7,6,8,12,2,2,1,2,,,,,,2,2,1,1,,,,,,2,2,2,2,,,,,,,,,,
18130,63dd92c5-1596-455d-b7f6-3f18e2f925fb,c3s-002,0,,8,9,9,12,2,2,2,2,,,,,,2,3,2,2,,,,,,2,3,2,2,,,,,,,,,,
18131,c5547287-ae47-4abb-b036-a7ad2364365b,c3s-002,0,,7,8,4,12,1,2,2,2,,,,,,2,2,2,2,,,,,,1,1,1,1,,,,,,,,,,
18132,fb362260-1359-4b8e-af19-520769af7cf5,c3s-002,0,,8,10,8,12,2,2,2,2,,,,,,2,2,3,3,,,,,,2,2,2,2,,,,,,,,,,
18133,c2642585-4142-4ba4-a16f-f4f779bd13be,c3s-002,0,,8,5,1,12,2,2,2,2,,,,,,1,1,1,2,,,,,,0,0,1,0,,,,,,,,,,
18134,d707bb1b-3b2d-435b-a8d8-590857c54b16,c3s-002,0,,7,5,8,12,1,2,2,2,,,,,,0,1,2,2,,,,,,2,2,2,2,,,,,,,,,,
18135,a80a84e6-291d-4f7e-a3d9-c11e0f5c816b,c3s-002,0,,4,8,9,12,1,1,1,1,,,,,,2,2,2,2,,,,,,2,3,2,2,,,,,,,,,,
18136,6ae18dfb-d800-4777-86c2-b469a4f260c2,c3s-002,0,,7,7,9,12,2,1,2,2,,,,,,1,2,2,2,,,,,,2,2,2,3,,,,,,,,,,
18137,de061178-ee8f-46f2-9059-44fd2beb81d1,c3s-002,0,,7,8,4,12,2,1,2,2,,,,,,2,2,2,2,,,,,,1,1,1,1,,,,,,,,,,
18138,0361c23e-3cba-4076-8ac5-37e89486db86,c3s-002,0,,7,5,4,12,2,2,2,1,,,,,,1,1,1,2,,,,,,1,1,1,1,,,,,,,,,,
18140,b0eb893a-7e8a-4299-a991-23622ca30298,c3s-002,0,,9,9,9,12,2,2,2,3,,,,,,2,2,2,3,,,,,,2,3,2,2,,,,,,,,,,
18141,8668501c-7b2a-45c0-818d-f290c0a6f27a,c3s-002,0,,7,8,7,12,2,2,2,1,,,,,,2,2,2,2,,,,,,2,2,2,1,,,,,,,,,,
18142,5c506845-3a07-46ca-a28f-482501724fee,c3s-002,0,,9,12,8,12,3,2,2,2,,,,,,3,3,3,3,,,,,,2,3,2,1,,,,,,,,,,
18143,7e50ff34-31a2-4a6e-9601-9f42a8d393d7,c3s-002,0,,7,6,7,12,0,2,2,3,,,,,,0,2,2,2,,,,,,2,2,2,1,,,,,,,,,,
18144,3038410c-b268-4b24-a382-204a19e41c44,c3s-002,0,,8,8,9,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,3,2,2,,,,,,,,,,
18146,d0860569-f20b-4556-b29f-dade6310421a,c3s-002,0,,9,12,9,12,2,2,2,3,,,,,,3,3,3,3,,,,,,2,3,2,2,,,,,,,,,,
18147,08111c2e-5a29-4e49-a4a0-8bb3c6a72341,c3s-002,0,,8,8,7,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,2,1,2,,,,,,,,,,
18148,48893b60-c51e-4566-951a-d0ebe6a95a7f,c3s-002,0,,10,8,7,12,2,2,3,3,,,,,,2,2,2,2,,,,,,2,2,2,1,,,,,,,,,,
18149,c9a7f767-5ea5-45b6-b2ba-5b39a5bd24d9,c3s-002,0,,4,6,5,12,1,1,1,1,,,,,,1,2,1,2,,,,,,1,1,1,2,,,,,,,,,,
18150,cf6317cd-d7be-4fbc-a4a6-6835be8a0105,c3s-002,0,,6,8,8,12,2,1,1,2,,,,,,2,2,2,2,,,,,,2,2,2,2,,,,,,,,,,
18151,fd7e1a3c-516a-4840-940c-f8a35d37f95b,c3s-002,0,,7,9,7,12,2,1,2,2,,,,,,2,2,2,3,,,,,,2,2,2,1,,,,,,,,,,
18152,055b94d7-bf31-4e64-9bf8-ccdaf9bb8e2c,c3s-002,0,,3,3,3,12,0,1,1,1,,,,,,0,1,1,1,,,,,,1,0,1,1,,,,,,,,,,
18153,fa08d1b2-afac-4cde-9159-97442db31b9d,c3s-002,0,,12,12,9,12,3,3,3,3,,,,,,3,3,3,3,,,,,,2,3,2,2,,,,,,,,,,
18154,a7be20fa-caf4-45ae-9256-3aeaa11e2383,c3s-002,0,,8,5,3,12,2,2,2,2,,,,,,1,2,1,1,,,,,,1,1,1,0,,,,,,,,,,
18156,d2a6239d-423b-4f30-ad5b-f349b6e04844,c3s-002,0,,9,9,6,12,2,3,2,2,,,,,,2,2,3,2,,,,,,2,1,2,1,,,,,,,,,,
18159,2c8aa73f-89f8-4f7b-98a6-f0a9fa4f5833,c3s-002,0,,9,9,10,12,2,2,2,3,,,,,,3,2,2,2,,,,,,3,3,2,2,,,,,,,,,,
18160,4c437f33-f1e5-452c-a8f9-ca6c800db544,c3s-002,0,,12,11,6,12,3,3,3,3,,,,,,3,3,3,2,,,,,,1,2,2,1,,,,,,,,,,
18161,3cb9b90c-b315-4ad2-80bd-c73a2b8ab245,c3s-002,0,,2,2,2,12,1,0,0,1,,,,,,0,0,1,1,,,,,,1,0,1,0,,,,,,,,,,
18162,23f0b5e2-c470-4788-961e-d5ca586ccfec,c3s-002,0,,8,11,6,12,2,2,2,2,,,,,,3,3,2,3,,,,,,1,2,2,1,,,,,,,,,,
18163,a1d27e05-68dd-485d-850e-4452ae77717d,c3s-002,0,,8,8,8,12,2,2,2,2,,,,,,2,2,2,2,,,,,,2,3,2,1,,,,,,,,,,
18164,3aee80de-7eeb-4862-a927-9338e13c93f6,c3s-002,0,,11,8,9,12,3,3,2,3,,,,,,2,2,2,2,,,,,,2,3,2,2,,,,,,,,,,
18165,0fe0b354-720c-4d67-ab5c-5eb7f5ef4c99,c3s-002,0,,8,9,4,12,2,2,2,2,,,,,,2,2,3,2,,,,,,1,1,1,1,,,,,,,,,,
18166,0b00eb07-9917-4a19-9af3-7e81b21d392b,c3s-002,0,,8,9,8,12,2,2,2,2,,,,,,2,3,2,2,,,,,,2,3,2,1,,,,,,,,,,
18167,053c8aeb-e0e8-4449-b859-1085a1a07ca5,c3s-002,0,,2,5,4,12,0,0,1,1,,,,,,0,1,2,2,,,,,,1,1,1,1,,,,,,,,,,
18168,5919b061-0792-46b6-b6b4-9d440c04b8be,c3s-002,0,,8,9,10,12,2,3,1,2,,,,,,2,2,2,3,,,,,,3,3,2,2,,,,,,,,,,
18169,a3f8870c-b338-4be6-94af-aacef8b80f4e,c3s-002,0,,8,5,6,12,2,2,2,2,,,,,,1,2,1,1,,,,,,1,2,2,1,,,,,,,,,,
18170,1ea39674-25e2-4be3-b320-06fe0212e548,c3s-002,0,,6,8,6,12,2,1,1,2,,,,,,2,2,2,2,,,,,,2,2,1,1,,,,,,,,,,
18171,1c2c1cdd-f51a-4667-a9a8-081dd1a379da,c3s-002,0,,8,9,7,12,2,2,2,2,,,,,,2,2,2,3,,,,,,2,2,2,1,,,,,,,,,,
